# offset_ms: -120000
timestamp,sequence_number,session_id,event_type,latency_ms,payload
1705314181579,349,session_001,request_end,563,evt_0349_reque_6649
1705314204458,354,session_007,heartbeat,2595,evt_0354_heart_6080
1705314224526,359,session_013,request_start,1540,evt_0359_reque_9129
1705314249784,364,session_014,request_start,3646,evt_0364_reque_6759
1705314265819,369,session_019,request_start,1266,evt_0369_reque_8371
1705314281550,374,session_020,request_start,4033,evt_0374_reque_4279
1705314309368,379,session_008,request_start,1656,evt_0379_reque_3275
1705314326130,384,session_003,request_end,4248,evt_0384_reque_6644
1705314350208,389,session_003,request_start,4522,evt_0389_reque_5496
1705314367659,394,session_019,request_start,1736,evt_0394_reque_7825
1705314390159,399,session_011,error_timeout,2839,evt_0399_error_7532
1705314400452,404,session_006,request_end,4226,evt_0404_reque_8648
1705314415012,409,session_009,error_timeout,3313,evt_0409_error_6995
1705314431516,414,session_005,request_start,4180,evt_0414_reque_7576
1705314453217,419,session_017,request_end,4621,evt_0419_reque_5911
1705314474690,424,session_008,request_start,910,evt_0424_reque_4125
1705314497971,429,session_018,request_start,2912,evt_0429_reque_5331
1705314520741,434,session_019,error_timeout,3120,evt_0434_error_7464
1705314541818,439,session_004,request_end,4817,evt_0439_reque_4920
1705314567243,444,session_007,error_500,2363,evt_0444_error_6262
1705314590220,449,session_010,request_end,889,evt_0449_reque_6489
1705314611213,454,session_007,request_start,3331,evt_0454_reque_8007
1705314629048,459,session_012,error_timeout,518,evt_0459_error_2936
1705314650709,464,session_018,heartbeat,4413,evt_0464_heart_4578
1705314677030,469,session_017,request_end,1692,evt_0469_reque_9008
1705314689545,474,session_014,request_start,532,evt_0474_reque_9866
1705314700075,479,session_018,request_end,1053,evt_0479_reque_4648
1705314726097,484,session_007,request_start,4875,evt_0484_reque_1550
1705314748721,489,session_010,heartbeat,4280,evt_0489_heart_4621
1705314772229,494,session_008,error_500,2473,evt_0494_error_3365
1705314795967,499,session_013,error_timeout,4949,evt_0499_error_1647
1705313913008,288,session_008,request_end,2911,evt_0288_reque_2180
1705313030355,88,session_020,request_end,2579,evt_0088_reque_8149
1705313342785,158,session_005,request_end,4031,evt_0158_reque_2680
1705314323033,383,session_014,error_500,614,evt_0383_error_3053
1705313384221,166,session_019,heartbeat,2511,evt_0166_heart_1986
1705313376675,165,session_017,request_end,3636,evt_0165_reque_5871
1705314197478,353,session_015,request_start,1661,evt_0353_reque_1717
1705313882813,281,session_015,error_timeout,3988,evt_0281_error_8242
