# offset_ms: 300000
timestamp,sequence_number,session_id,event_type,latency_ms,payload
1705314259881,271,session_020,request_start,858,evt_0271_reque_9313
1705314281374,276,session_012,request_start,1183,evt_0276_reque_7566
1705314302813,281,session_015,error_timeout,3988,evt_0281_error_8242
1705314322170,286,session_009,request_start,992,evt_0286_reque_1126
1705314350634,291,session_014,request_start,3328,evt_0291_reque_1341
1705314371629,296,session_004,request_end,1598,evt_0296_reque_6724
1705314391767,301,session_015,request_start,3632,evt_0301_reque_5961
1705314415012,306,session_019,error_timeout,2643,evt_0306_error_8792
1705314440165,311,session_013,request_end,2781,evt_0311_reque_1857
1705314461306,316,session_013,request_end,2700,evt_0316_reque_3093
1705314482005,321,session_018,error_500,4323,evt_0321_error_1618
1705314500922,326,session_008,request_start,3852,evt_0326_reque_4178
1705314525754,331,session_017,heartbeat,2345,evt_0331_heart_2374
1705314554876,336,session_008,request_start,821,evt_0336_reque_6493
1705314579833,341,session_004,error_500,1956,evt_0341_error_5934
1705314590495,346,session_003,request_end,2964,evt_0346_reque_2108
1705314604917,351,session_012,request_end,1444,evt_0351_reque_8612
1705314631755,356,session_002,error_500,1575,evt_0356_error_5687
1705314657758,361,session_003,error_timeout,656,evt_0361_error_8055
1705314676695,366,session_002,request_start,3337,evt_0366_reque_6952
1705314694194,371,session_012,request_end,2293,evt_0371_reque_5089
1705314710915,376,session_015,heartbeat,2628,evt_0376_heart_6692
1705314736135,381,session_018,request_start,716,evt_0381_reque_2077
1705314751725,386,session_017,heartbeat,463,evt_0386_heart_3034
1705314777483,391,session_006,request_end,4766,evt_0391_reque_3526
1705314798980,396,session_010,request_end,3336,evt_0396_reque_5873
1705314814210,401,session_015,request_start,3693,evt_0401_reque_5061
1705314829677,406,session_015,heartbeat,1772,evt_0406_heart_6781
1705314839351,411,session_018,request_start,3174,evt_0411_reque_9261
1705314863198,416,session_016,request_end,1230,evt_0416_reque_9446
1705314882888,421,session_010,error_500,228,evt_0421_error_8775
1705314901501,426,session_007,request_end,3873,evt_0426_reque_2020
1705314928539,431,session_010,request_start,2448,evt_0431_reque_5735
1705314948789,436,session_010,heartbeat,657,evt_0436_heart_6674
1705314970030,441,session_008,request_start,3395,evt_0441_reque_6411
1705314994964,446,session_002,heartbeat,1444,evt_0446_heart_7846
1705315017597,451,session_005,heartbeat,3844,evt_0451_heart_5470
1705315037585,456,session_016,request_start,2042,evt_0456_reque_1111
1705315059514,461,session_004,request_end,2426,evt_0461_reque_7021
1705315082254,466,session_015,request_end,2973,evt_0466_reque_2279
1705315099854,471,session_017,request_end,4629,evt_0471_reque_1945
1705315113389,476,session_014,request_start,1119,evt_0476_reque_7887
1705315133430,481,session_018,request_end,3117,evt_0481_reque_4762
1705315156820,486,session_002,request_end,1929,evt_0486_reque_9843
1705315178236,491,session_014,request_end,394,evt_0491_reque_6642
1705315203241,496,session_018,request_end,3191,evt_0496_reque_4978
1705313493424,98,session_015,request_end,1760,evt_0098_reque_9375
1705315127413,480,session_001,error_500,2454,evt_0480_error_8585
1705314496048,325,session_010,error_500,3687,evt_0325_error_4833
1705314076212,230,session_004,request_end,626,evt_0230_reque_3306
1705314636698,358,session_012,request_end,3286,evt_0358_reque_8204
1705314069124,229,session_016,heartbeat,2427,evt_0229_heart_6549
1705314118625,240,session_012,error_timeout,4435,evt_0240_error_7866
1705313263848,39,session_011,request_start,4547,evt_0039_reque_4770
