# offset_ms: 0
timestamp,sequence_number,session_id,event_type,latency_ms,payload
1705314175190,320,session_010,error_500,838,evt_0320_error_9317
1705314219427,330,session_016,heartbeat,4552,evt_0330_heart_2680
1705314251305,335,session_017,request_end,3173,evt_0335_reque_2337
1705314275866,340,session_005,request_end,4997,evt_0340_reque_9647
1705314288461,345,session_020,request_end,4684,evt_0345_reque_7825
1705314304054,350,session_004,error_500,2733,evt_0350_error_3185
1705314329180,355,session_013,heartbeat,4458,evt_0355_heart_8756
1705314350695,360,session_016,request_end,4263,evt_0360_reque_5369
1705314373946,365,session_002,error_timeout,2898,evt_0365_error_8126
1705314389357,370,session_012,request_end,639,evt_0370_reque_3255
1705314403054,375,session_005,heartbeat,3713,evt_0375_heart_3828
1705314431807,380,session_016,request_start,4548,evt_0380_reque_7044
1705314447681,385,session_018,request_end,1500,evt_0385_reque_3114
1705314471733,390,session_010,request_end,775,evt_0390_reque_9234
1705314493222,395,session_001,request_end,4479,evt_0395_reque_5745
1705314511730,400,session_012,request_end,879,evt_0400_reque_6228
1705314525037,405,session_010,request_end,747,evt_0405_reque_7442
1705314535882,410,session_013,request_start,4612,evt_0410_reque_4189
1705314556112,415,session_002,request_start,1132,evt_0415_reque_6456
1705314577607,420,session_001,request_end,907,evt_0420_reque_7824
1705314623468,430,session_016,request_start,2029,evt_0430_reque_5571
1705314647945,435,session_012,heartbeat,1209,evt_0435_heart_5758
1705314664304,440,session_002,error_timeout,4360,evt_0440_error_4697
1705314690081,445,session_002,heartbeat,742,evt_0445_heart_4804
1705314713051,450,session_015,heartbeat,4460,evt_0450_heart_9590
1705314735934,455,session_011,request_start,791,evt_0455_reque_4027
1705314753360,460,session_010,request_start,4126,evt_0460_reque_6095
1705314777450,465,session_008,error_timeout,4890,evt_0465_error_2341
1705314798274,470,session_017,request_end,465,evt_0470_reque_8429
1705314810538,475,session_003,heartbeat,3877,evt_0475_heart_1519
1705314850254,485,session_020,error_timeout,408,evt_0485_error_5009
1705314872608,490,session_010,request_start,4570,evt_0490_reque_3869
1705314899329,495,session_015,heartbeat,4617,evt_0495_heart_7761
1705314923623,500,session_003,request_start,4823,evt_0500_reque_4555
1705314424701,378,session_006,error_timeout,1436,evt_0378_error_6922
1705314535012,409,session_009,error_timeout,3313,evt_0409_error_6995
1705313241508,109,session_018,request_end,1313,evt_0109_reque_8777
1705313402489,143,session_015,request_start,3816,evt_0143_reque_7209
1705314174058,319,session_016,request_start,1136,evt_0319_reque_3538
1705313061875,66,session_015,error_500,2488,evt_0066_error_9666
1705313086443,74,session_003,heartbeat,1231,evt_0074_heart_9938
1705313617345,192,session_008,heartbeat,939,evt_0192_heart_8560
1705313065105,68,session_004,heartbeat,4542,evt_0068_heart_3546
